	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
854	Single Observer			16		Both Binoculars and Scope	7	No activity						None				SJEN2016716	Calm		SJEN	Jensens Bay S	Online		mid-high	mid-tide	Mid-high	Mid-tide	11:00:00	08:30:00				1km		Overcast	I saw at least 1 WESA during the survey	
855	Single Observer			17	7	Both Binoculars and Scope	7			Cyclists: 14; shots (shotgun or bird-scaring ordinance) heard to NW				None	n/a (0 WESA, 0 LESA)			BBMB2016717	Calm		BBMB	Boundary Bay Mud Bay	Online		13 ft (www.dairiki.org)	8.8 feet (www.dairiki.org)	High-tide	Mid-low	16:30:00	14:30:00	2			1km	39	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
856	Independent 	Birds moved around a bit and I didn't constantly watch them in intervals between observation times, but I believe I counted the maximum number of birds, rather than each small group at subsequent observation periods being additional birds. Tide height in the lagoon did not change during the observation period as it doesn't move much in there. At 11:13, 5 minutes after the end of the 2.5 h observation period, additional birds flew in (2 WESA, 4 LESA; massive numbers, I know). Check eBird if you can use supplemental information - I recall that someone reported a Merlin at the site a couple of days before i was there for your survey. 		17	10	Binoculars-only	7			Count of human activity is for road/paths along shoreline (walkers, dogs) and in the lagoon (boats) only. It excludes water outside of lagoon, and upland area away from lagoon-side paths and road.	none	1		None	22 WESA; 3 LESA (+ 1 SESA)			ESQU2016717	Calm		ESQU	Esquimalt Lagoon	Online			0.6 m (low tide at 08:37 for Esquimalt, tide chart site #7110)	Low-tide	Low-tide	11:08:00	08:38:00	0			1km	25	Partly-Cloudy	I saw at least 1 WESA during the survey	
857	Single Observer			17	4	Both Binoculars and Scope	7							None				SANM2016717	Choppy		SANM	San Malo	Online		Mid-high	Mid-tide	Mid-high	Mid-low	04:00:00	01:30:00				1km	8	Clear	I saw at least 1 WESA during the survey	
858	Single Observer	The site is disturbed (SUPS, Kayaks etc) near high-tide since that is the only time people can get into the water.		17		Both Binoculars and Scope	7			1 canoe, 3 Stand up Paddleboards, 3 kayaks				None				SJEN2016717	Calm		SJEN	Jensens Bay S	Online		high-tide	mid-high	High-tide	Mid-high	12:30:00	10:00:00	7			1km		Overcast	I saw at least 1 WESA during the survey	
859	Single Observer	The Tide State START-END this date was the best for watching 360 degrees.		15		Binoculars-only	7	No activity			START= 819-821; END= 828-831			None	0 WESA; 0 LESA			SHPO2016715	Rippled		SHPO	Ships Point	Online		near high tide	Mid-high	High-tide	Mid-high	16:00:00	13:30:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
860	Single Observer	Thanks for the research you are doing		16		Binoculars-only	7	No activity			START= 834-837;  END= 851-856			None	0 WESA; O LESA			SHPO2016716	Choppy		SHPO	Ships Point	Online		Mid-high tide	Mid-tide	Mid-high	Mid-tide	16:00:00	13:30:00				1km		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
861	Collaborative			15		Both Binoculars and Scope	7				none			None				COWC2016715	Rippled		COWC	Cowichan Bay	Online		high tide	mid high tide	High-tide	Mid-high	17:00:00	14:30:00				1km	2	Clear	I saw at least 1 WESA during the survey	
862	Collaborative			16		Both Binoculars and Scope	7							None				CHEM2016716	Rippled		CHEM	Chemainus River Delta	Online		mid tide	mid low	Mid-tide	Mid-low	14:30:00	12:15:00					3	Overcast	I did not observe any Western Sandpipers during the entire survey	
863	Collaborative			17	3		7							None				CHEM2016717	Rippled		CHEM	Chemainus River Delta	Online		mid tide	low tide	Mid-tide	Low-tide	14:45:00	12:15:00				1km	5	Partly-Cloudy	I saw at least 1 WESA during the survey	
864	Collaborative			18	2	Both Binoculars and Scope	7							None				COWC2016718	Rippled		COWC	Cowichan Bay	Online		mid tide	mid-low	Mid-tide	Mid-low	15:30:00	13:00:00				1km	6	Clear	I saw at least 1 WESA during the survey	
865	Single Observer	The tide never got closer to me than 360 metres while shorebirds were present (at the tideline), a distance which prevents me from identifying the peeps. Frustrating, but I'm getting used to it as it is the same for every count at View Royal. The peeps are up to 500 m away, and the tide never gets closer than 220 m. during survey times.		19		Both Binoculars and Scope	8					1 inflatable		None				VRYL2016819	Rippled		VRYL	View Royal	Online		Mid-tide	Low-tide	Mid-tide	Low-tide	13:00:00	10:30:00				500m		Clear	I saw at least 1 WESA during the survey	
866	Collaborative	PEFA observations: between 17:30 and 17:50, PEFA was sitting on mudflat; it flew away at 17:50; raptor at 18:45 came from behind us and flew fast into trees, therefore no ID confirmation, but it was the size of PEFA, SSHA or COHA. This bird was mobbed by PUMA and NOCR in trees behind us (West).		20	1	Both Binoculars and Scope	8			"5 of the 6 ""walkers"" were swimmers"		1		None	3 Peeps (no ID possible)			MAPL2016820	Rippled		MAPL	Maplewood	Online		Mid-high	Low	Mid-high	Low-tide	19:05:00	16:30:00	2			1km	6	Clear	I saw at least 1 WESA during the survey	
867	Single Observer	Birds still too far away (400 m) to identify.		20		Both Binoculars and Scope	8							None				VRYL2016820	Rippled		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	13:30:00	11:00:00	5 (3 kayaks, 1 paddleboard, 1 canoe			500m		Clear	I saw at least 1 WESA during the survey	
868	Single Observer	Tide finally high enough so that the peeps were < 220 m away; I could finally identify them as LESAs!		21		Both Binoculars and Scope	8	No activity						None	0 WESA; 12 LESA			VRYL2016821	Choppy		VRYL	View Royal	Online		Mid-tide	Mid-low	Mid-tide	Mid-low	13:30:00	11:00:00				500m		Partly-Cloudy	I saw at least 1 WESA during the survey	
869	Collaborative	Summary: 1 LESA arrived at 16:50, and remained motionless at same location for 30 minutes.  At 17:20, 4 LESA and 2 WESA flew in over lagoon and settled at the northeast corner, and they were joined by the 1st LESA.  At 17:23 all peeps (5 LESA & 2 WESA) took off, flew over the lagoon for 1 minute, and then departed to the west.  No other shorebird or falcon activity.		21	0	Both Binoculars and Scope	8					0		Rain	2 WESA; 5 LESA			PIPE2016821	Choppy		PIPE	Pipers Lagoon	Online		3.5 m	2.1 m	Mid-high	Mid-tide	18:30:00	16:30:00	0			1km	12	Partly-Cloudy	I saw at least 1 WESA during the survey	
870	Collaborative	Total max of Peeps (WESA or LESA) was 7; tide distance is from observers; 		21	1	Both Binoculars and Scope	8			one of the power boats was a jetski zipping along the water adjacent to the mudflat until it broke and was pushed back by the walkers with dog	210816-Map-Maplewood-ap	2		None	unknown			MAPL2016821	Rippled		MAPL	Maplewood	Online		Mid-high	Low	Mid-high	Low-tide	19:06:00	17:00:00				1km	5	Partly-Cloudy	I saw at least 1 WESA during the survey	
871	Single Observer	It would be great if you could just select the counts where you saw birds.  Both days I saw birds only at the end of the count period, and so had to go through each prior time period where I had no birds to report.		20	14	Binoculars-only	8				IMG_9239, IMG_9240, IMG_9241, IMG_9242, IMG_9243, IMG_9317, IMG_9318, IMG_9319, IMG_9320, IMG_9321	60		None	na			WHIF2016820	Rippled		WHIF	Whiffin Spit Park	Online		high-tide	mid-tide	High-tide	Mid-tide	01:30:00	11:30:00	12			500m	70	Clear	I saw at least 1 WESA during the survey	
872	Independent 			21	35	Binoculars-only	8				IMG_9324, IMG_9325, IMG_9325, IMG_9327, IMG_9328, IMG_9329, IMG_9330, IMG_9331, IMG_9332, IMG_9333	11		None	na			WHIF2016821	Wavy		WHIF	Whiffin Spit Park	Online		mid-high	mid-low	Mid-high	Mid-low	13:30:00	11:30:00	1			500m	102	Partly-Cloudy	I saw at least 1 WESA during the survey	
873	Independent 	It would be useful to have your mobile number on the front page of the surveyor package (currently just your email address is there). 		19	2	Binoculars-only	8			vehicles - 17		0		None	Unknown. Only 3 of 33 peeps seen were ID'd. Of these, there were 2 WESA, 1 LESA			ESQU2016819	Rippled		ESQU	Esquimalt Lagoon	Online		1.2 m (see above note)	0.6 m (NB - low tide at 10:33 according to tide tables, but tides in lagoon barely change)	High-tide	High-tide	13:00:00	10:30:00	0	Glare		<100	28	Clear	I saw at least 1 WESA during the survey	
874		Although the PEFA recorded did not attack in survey area, further east (approx 1km) it did attack some roosting gulls unsuccessfully. At 6:53 pm a PEFA flew low into the survey area and landed on a tussock of emergent vegetation surrounded by water.		20	3	Both Binoculars and Scope	8					0		None				BB722016820	Calm		BB72	Boundary Bay 72	Online		High tide	Mid-low (too far out to see)	High-tide	Mid-low	18:45:00	16:15:00	0			1km	4	Clear	I did not observe any Western Sandpipers during the entire survey	
875		1740 a PEFA observed outside survey area 2km + to the east perched on mud		21	2	Both Binoculars and Scope	8					0		None				BB722016821	Choppy		BB72	Boundary Bay 72	Online		High tide	Mid-low	High-tide	Mid-low	19:00:00	16:30:00	0			1km	3	Partly-Cloudy	I saw at least 1 WESA during the survey	
876	Single Observer	"Visibility much better after noon, as sun is no longer behind the peeps. Still cannot identify peeps at a range of > 200 m, even at 60X, in part due to wind shaking the scope and some heat haze. Greenish-yellow legs of LESAs not apparent on any; I tried to identify by breast marking, but that only works on adults in breeding plumage, not on the juveniles seen in August

This flock was untroubled by 3 kayakers dragging their boats across the mud right through the flock; the birds just moved 30 m or so and continued feeding and resting for another hour."		22		Both Binoculars and Scope	8							None	0 WESA:11 LESA			VRYL2016822	Rippled		VRYL	View Royal	Online		Mid-high	Mid-tide	Mid-high	Mid-tide	14:00:00	11:30:00	A rowboat staying >200 m from shore. 3 kayaks dragged out over the flat right through a flock of LESAs.			500m		Clear	I saw at least 1 WESA during the survey	
877	Single Observer			19		Both Binoculars and Scope	8	No activity						None				SANM2016819	Calm		SANM	San Malo	Online		Mid-high	Mid-tide	Mid-high	Mid-tide	17:30:00	15:00:00		Glare		1km		Clear	I saw at least 1 WESA during the survey	
878	Single Observer			20		Both Binoculars and Scope	8							None				SANM2016820	Rippled		SANM	San Malo	Online		mid-high	mid-tide	Mid-high	Mid-tide	18:00:00	15:30:00		Glare		1km	2	Clear	I saw at least 1 WESA during the survey	
879	Single Observer	Ratio of WESA to LESA not able to calculate since most peeps were too far away to ID. 		19		Both Binoculars and Scope	8	No activity						None	Generally birds are too far away to ID.			SJEN2016819	Calm		SJEN	Jensens Bay S	Online		mid-high	mid-tide	Mid-high	Mid-tide	13:00:00	10:30:00		Other	Glare, heat distortion, it was very warm 25c and no wind	500m		Clear	I saw at least 1 WESA during the survey	
880	Single Observer			21		Both Binoculars and Scope	8							Rain				SANM2016821	Wavy		SANM	San Malo	Online		mid-high	mid-tide	Mid-high	Mid-tide	18:30:00	16:00:00				1km	4	Overcast	I saw at least 1 WESA during the survey	
881	Single Observer			22		Both Binoculars and Scope	8	No activity						None				SANM2016822	Wavy		SANM	San Malo	Online		mid-high	mid-tide	Mid-high	Mid-tide	19:00:00	16:30:00		Glare		1km		Clear	I saw at least 1 WESA during the survey	
882	Single Observer	The merlin arrived at 1345. This is 15 min after the final WESA count. The merlin arrived as I was leaving the site. As I trying to get a photo the merlin left the perch. I didn't see in which direction. Within 30 seconds all the peeps on from W3 area on the WESA map left to other areas. I think it was from an attack by the merlin.		20		Both Binoculars and Scope	8	No activity						None	The large group of peeps was on the other side of the bay, too far to ID.			SJEN2016820	Rippled		SJEN	Jensens Bay S	Online		mid-high	mid-tide	Mid-high	Mid-tide	13:30:00	11:00:00		Other	Glare and heat distortion	500m		Clear	I saw at least 1 WESA during the survey	
883	Single Observer	The merlin used the same perch as Aug 20, I didn't see an attack. All peeps left the bay at 2:01. Merlin photo included with scanned data sheets.		21		Both Binoculars and Scope	8	No activity						None	Not possible to calculate ratio. Peeps too far away to ID.			SJEN2016821	Choppy		SJEN	Jensens Bay S	Online		mid-high	mid-tide	Mid-high	Mid-tide	14:00:00	11:30:00		Glare	Temp was cooler than previous sessions, not as much heat distortion.	500m		Clear	I saw at least 1 WESA during the survey	
884	Independent 			20	1	Binoculars-only	8			Lots of wind and kite surfers at the end of The Spit. 	Squamish Estuary 1	0		None				SQUA2016820	Choppy		SQUA	Squamish Estuary	Online				Mid-tide	Low-tide	04:00:00	01:30:00	0			100m	4	Clear	I did not observe any Western Sandpipers during the entire survey	
885	Independent 			21		Binoculars-only	8			Quite a few wind and kite surfers off The Spit				None				SQUA2016821	Choppy		SQUA	Squamish Estuary	Online				Mid-low	Low-tide	04:00:00	02:00:00				250m		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
886	Single Observer	No WESA at 15-minute moments. 5 Calidris sandpipers flew by but did not land.		21	5	Both Binoculars and Scope	8			bicycles		2		None	0 WESA			BBMB2016821	Calm		BBMB	Boundary Bay Mud Bay	Online		High (4.2 @ 20:36 @ Whiterock)	low (1.4 m @ 1401 @ Whiterock)	High-tide	Low-tide	18:45:00	16:30:00				1km	18	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
887	Single Observer	"I have used Google Earth to help better judge distances so I hope to do this again. I'll forward photos of peeps -- please give feedback re species.

The feeding places of choice here are far from the tide line.

I have just moved to Park Rd and overlook Little Bay all the time now. Will get better and better at shorebird ID.     Looking forward to updates.   Thanks"		20		Binoculars-only	8	No activity			IMG 132-0930----0934			None	unknown proportions			SHPO2016820	Calm		SHPO	Ships Point	Online		mid-high	mid-low	Mid-high	Mid-low	18:00:00	15:30:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
888	Single Observer			21		Binoculars-only	8				IMG 132-0987---0991			None	unknown			SHPO2016821	Calm		SHPO	Ships Point	Online		not quite high	pretty low	Mid-high	Low-tide	18:30:00	16:00:00				1km	2	Partly-Cloudy	I saw at least 1 WESA during the survey	
889	Independent 			20	6	Both Binoculars and Scope	8			4 SUPs				None				COMX2016820			COMX	Comox Harbour	Online		mid-high	mid-low	Mid-high	Mid-low	16:30:00	14:00:00	6			1km	12	Clear	I saw at least 1 WESA during the survey	
890	Independent 			21	12	Both Binoculars and Scope	8							Rain				COMX2016821	Rippled		COMX	Comox Harbour	Online				Mid-high	Mid-low	05:30:00	15:00:00	2			1km	20	Partly-Cloudy	I saw at least 1 WESA during the survey	
891	Independent 	No WESA or falcons on all 4 days - 19th to 22nd. A rather demoralizing site.		20	1	Both Binoculars and Scope	8			Half of 'walkers' were clam digging near tideline				None				NANO2016820	Rippled		NANO	Nanoose Bay	Online		mid high	low	Mid-high	Low-tide	18:00:00	15:00:00	2			1km	11	Clear	I did not observe any Western Sandpipers during the entire survey	
892	Single Observer	I came early for a walk around the park and I saw a flock of ~100 WESA a little after 2pm, when the tide was very low. They were too far out to really count without a spotting scope though. The flock had moved on by the time the count began though.		20	5	Binoculars-only	8					0		None				BBSV2016820	Rippled		BBSV	Boundary Bay Seaview	Online		high	low	High-tide	Low-tide	18:45:00	16:15:00	7			1km	19	Clear	I did not observe any Western Sandpipers during the entire survey	
893	Single Observer	This day at this time, the survey started when the tide was already part way in.		16	5	Binoculars-only	7					0		None				BBSV2016716	Rippled		BBSV	Boundary Bay Seaview	Online		high	mid low	High-tide	Mid-low	17:00:00	14:30:00	1			1km	17	Clear	I did not observe any Western Sandpipers during the entire survey	
894	Single Observer			15		Both Binoculars and Scope	7	No activity						None				KENN2016715	Calm		KENN	Kennedy Creek	Online		high	mid-low	High-tide	Mid-low	15:20:00	12:40:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
895	Single Observer			16			7	No activity						None				KENN2016716	Calm		KENN	Kennedy Creek	Online				High-tide	Mid-low	15:34:00	12:52:00				1km		Overcast	I saw at least 1 WESA during the survey	
896	Single Observer			17			7	No activity						None				KENN2016717	Calm		KENN	Kennedy Creek	Online				High-tide	Mid-low	15:51:00	13:23:00				1km		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
897	Single Observer			19			8	No activity						None				KENN2016819	Calm		KENN	Kennedy Creek	Online				High-tide	Mid-low	18:06:00	15:25:00				1km		Clear	I did not observe any Western Sandpipers during the entire survey	
898	Single Observer			20			8	No activity						None				KENN2016820	Calm		KENN	Kennedy Creek	Online				High-tide	Mid-low	18:35:00	15:58:00				1km		Clear	I saw at least 1 WESA during the survey	
899	Single Observer			21		Both Binoculars and Scope	8	No activity						None				KENN2016821	Rippled		KENN	Kennedy Creek	Online				High-tide	Mid-low	19:06:00	16:24:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
900	Single Observer			20		Both Binoculars and Scope	8							None				BB122016820	Choppy		BB12	Boundary Bay 112	Online		high-tide	mid-high	High-tide	Mid-high	18:45:00	16:15:00				1km	8	Clear	I saw at least 1 WESA during the survey	
901	Single Observer			22	1	Both Binoculars and Scope	8					0		None	n/a			COBE2016822	Rippled		COBE	Columbia Beach	Online		mid high	low tide	Mid-high	Low-tide	19:05:00	16:35:00	0			1km	6	Clear	I saw at least 1 WESA during the survey	
902				18		Binoculars-only	7			Quite a number of wind and kite surfers off the Spit	None from this date			None				SQUA2016718	Rippled		SQUA	Squamish Estuary	Online						02:00:00	12:00:00				250m		Clear	I did not observe any Western Sandpipers during the entire survey	
903	Collaborative			20	2	Binoculars-only	8					0		None	0			ENBO2016820	Calm		ENBO	English Boom	Online		medium low	very low and way out	Mid-low	Low-tide	16:45:00	14:30:00	0			1km	3	Clear	I did not observe any Western Sandpipers during the entire survey	
904	Collaborative			16		Both Binoculars and Scope	7	No activity			2016-07-16 09.07.03; 2016-07-16 09.07.08; 2016-07-16 09.07.12; 2016-07-16 09.07.16			None	43 WESA; 67 LESA			CROC2016716	Calm		CROC	Crockett Lake	Online						09:15:00	07:15:00				250m		Overcast	I saw at least 1 WESA during the survey	
905	Collaborative			17		Both Binoculars and Scope	7	No activity			2016-07-17 09.37.37; 2016-07-17 09.37.40; 2016-07-17 09.37.44; 2016-07-17 09.37.47; 2016-07-17 09.37.49			None	87 WESA; 36 LESA			CROC2016717	Rippled		CROC	Crockett Lake	Online		na, but decreased to 100 m visibility	na, but c. 1 km visibility			09:15:00	07:15:00		Weather	Began overcast with good visibility, but fog arose and reduced to 100 m in latter counts	100m		Fog	I saw at least 1 WESA during the survey	
906	Collaborative			21		Both Binoculars and Scope	8	No activity			2016-08-21 08.56.07; 2016-08-21 08.56.15; 2016-08-21 08.56.21; 2016-08-21 08.57.01			None	163 WESA, 26 LESA 			CROC2016821	Calm		CROC	Crockett Lake	Online						09:00:00	07:00:00		Weather	Flat light, increasing air moisture, visibility decreased over time	250m		Overcast	I saw at least 1 WESA during the survey	
907	Collaborative			22		Both Binoculars and Scope	8	No activity			2016-08-22 08.36.05; 2016-08-22 08.36.09; 2016-08-22 08.36.14; 2016-08-22 08.36.17			None	62 WESA, 4 LESA			CROC2016822	Calm		CROC	Crockett Lake	Online						09:00:00	07:00:00		Other	heat shimmer	500m		Partly-Cloudy	I saw at least 1 WESA during the survey	
908	Collaborative		2016-08-20 00:00:00	20.0	1.0	Both	8.0					1.0	None			20	1	FRCR2016820	Calm		FRCR	French Creek	Datasheet		3.8	1.9	Mid-high 	Mid-low 	18:00:00	15:30:00	0.0			1km	1.0	Clear	I saw at least 1 WESA during the survey	2016.0
909	Collaborative		2016-08-21 00:00:00	21.0	0.0	Both	8.0					0.0	Rain			1	0	FRCR2016821	Calm		FRCR	French Creek	Datasheet		3.8	2.1	Mid-high 	Mid-low 	18:30:00	16:00:00	0.0			500m	0.0	Overcast	I saw at least 1 WESA during the survey	2016.0
910	Independent		2016-08-20 00:00:00	20.0	3.0	Binoculars	8.0					1.0	None			0	128	IONA2016820	Rippled		IONA	Iona Island	Datasheet		500m	4000m	Mid-high 	Low-tide	17:30:00	15:00:00	0.0			1km	31.0	Clear	I saw at least 1 WESA during the survey	2016.0
911	Independent		2016-08-21 00:00:00	21.0	0.0	Binoculars	8.0					0.0	None			0	700	IONA2016821	Rippled		IONA	Iona Island	Datasheet		50m	2000m	High-tide	Mid-low 	18:30:00	16:00:00	0.0			1km	9.0	Overcast	I saw at least 1 WESA during the survey	2016.0
912	Independent		2016-08-22 00:00:00	22.0	1.0	Binoculars	8.0				IMGP3078, IMGP3079, IMGP3081, IMGP3082, IMGP 3083, IMGP 3084, IMGP3085	0.0	None			0	852	IONA2016822	Rippled		IONA	Iona Island	Datasheet		100m	2000m	High-tide	Mid-low 	18:30:00	16:00:00	0.0			1km	5.0	Clear	I saw at least 1 WESA during the survey	2016.0
913	Independent	Walkers and dogs were all on the dike, not mudflats	2016-08-20 00:00:00	20.0	4.0	Both	8.0						None			0	100	BBMB2016820	Rippled		BBMB	Boundary Bay Mud Bay	Datasheet				High-tide	Mid-tide	18:45:00	16:15:00				1km	12.0	Clear	I saw at least 1 WESA during the survey	2016.0
914	Single Observer		2016-07-16 00:00:00	16.0	1.0	Both	7.0		3, cyclists		2950, 2952, 2956	0.0	None			0	1	RBBP2016716	Rippled		RBBP	Roberts Bank	Datasheet				Low-tide	High-tide	17:00:00	14:30:00	0.0			1km	6.0	Overcast	I saw at least 1 WESA during the survey	2016.0
915	Single Observer	15 km/h winds	2016-07-17 00:00:00	17.0	2.0	Both	7.0		14, cyclists		2963 to 2965	0.0	None			0	1	RBBP2016717	Rippled		RBBP	Roberts Bank	Datasheet				Low-tide	High-tide	17:00:00	14:30:00	0.0			1km	8.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
916	Single Observer	heavy winds	2016-08-20 00:00:00	20.0	2.0	Both	8.0		3, cyclists		3051 to 3054	0.0	None			0	1	RBBP2016820	Rippled		RBBP	Roberts Bank	Datasheet				Low-tide	Mid-high 	16:15:00	15:45:00	0.0	Glare	Some glare issues part way through survey.	1km	1.0	Clear	I saw at least 1 WESA during the survey	2016.0
917	Single Observer	Rained for ~5min @ 18:45, very windy, otherwisee good conditions overall	2016-08-21 00:00:00	21.0	2.0	Both	8.0		5, cyclists		281 to 284	0.0	Rain			0	1	RBBP2016821	Rippled		RBBP	Roberts Bank	Datasheet				Low-tide	High-tide	19:00:00	16:30:00	0.0			1km	8.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
918	Collaborative		2016-08-19 00:00:00	19.0	1.0	Both	8.0						None					COWC2016819	Rippled		COWC	Cowichan Bay	Datasheet				Mid-low 	Low-tide	16:00:00	13:30:00				1km	2.0	Clear	I saw at least 1 WESA during the survey	2016.0
919	Collaborative		2016-08-20 00:00:00	20.0		Both	8.0		1 motorized parasailer for 30 minutes in estuary				None					CHEM2016820	Rippled		CHEM	Chemainus River Delta	Datasheet				Mid-low 	Low-tide	16:30:00	14:00:00	2.0			1km	1.0	Clear	I saw at least 1 WESA during the survey	2016.0
920	Collaborative		2016-08-21 00:00:00	21.0	1.0	Both	8.0						None					CHEM2016821	Rippled		CHEM	Chemainus River Delta	Datasheet				Mid-low 	Low-tide	16:45:00	14:15:00				1km	4.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
921	Collaborative		2016-08-22 00:00:00	22.0		Both	8.0						None					COWC2016822	Choppy		COWC	Cowichan Bay	Datasheet				Mid-low 	Low-tide	16:30:00	14:00:00				1km	1.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2016.0
922	Collaborative	Note that I only counted people and dogs when they stepped off the paths and appeared on or close to the actual shore.	2016-07-16 00:00:00	16.0	2.0	Both	7.0		0			0.0	None					WITT2016716	Calm		WITT	Wittys Lagoon	Datasheet		mid-low	mid-low	Mid-low 	Mid-low 	10:30:00	08:00:00	0.0			500m	3.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
923	Collaborative	Ratio applies to Flock 1 and 1a location (sandbar in upper lagoon), measured by walking closer after recording finished.	2016-07-17 00:00:00	17.0	2.0	Both	7.0		0			0.0	None			59	4	WITT2016717	Calm		WITT	Wittys Lagoon	Datasheet		mid-low	mid-low	Mid-low 	Mid-low 	11:00:00	08:30:00	0.0			500m	4.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
924	Collaborative	Hiked to upper lagoon to count; ratio is based on sum of counts in several areas. 8 people were youth using skim boards in lower lagoon; stayed for considerable time but no peeps were in that area before they arrived	2016-08-20 00:00:00	20.0	0.0	Both	8.0		0			0.0	None			60	25	WITT2016820	Calm		WITT	Wittys Lagoon	Datasheet		mid-low	mid-low	Mid-low 	Mid-low 	14:00:00	11:30:00	0.0	Glare	heat shimmer also	500m	10.0	Clear	I saw at least 1 WESA during the survey	2016.0
925	Collaborative	Unable to get WESA:LESA count; hiked to upper lagoon after survey but flock flew farther away	2016-08-21 00:00:00	21.0	0.0	Both	8.0		0			0.0	None					WITT2016821	Rippled		WITT	Wittys Lagoon	Datasheet		mid-low	mid-low	Mid-low 	Mid-low 	14:00:00	11:30:00	0.0	Other	wind shaking scope	500m	0.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
926	Collaborative		2016-07-16 00:00:00	16.0	1.0	Both	7.0						None			14	29	FRCR2016716	Rippled		FRCR	French Creek	Datasheet		2.7	2.3	Mid-high 	Mid-low 	15:30:00	13:00:00				1km	11.0	Overcast	I saw at least 1 WESA during the survey	2016.0
927	Collaborative		2016-07-17 00:00:00	17.0	1.0	Both	7.0						None			0	0	FRCR2016717	Rippled		FRCR	French Creek	Datasheet		3.8	2.15	Mid-high 	Mid-low 	16:00:00	13:30:00				1km	8.0	Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	2016.0
928	Single Observer		2016-07-16 00:00:00	16.0	1.0	Binoculars	7.0					0.0	None			0	1	EIDE2016716	Calm		EIDE	Eide Rd	Datasheet		High Tide	Low Tide	High-tide	Low-tide	2016-09-13 15:00:00	2016-09-13 13:00:00	0.0	None		150m	3.0	Partly Cloudy	I saw at least 1 WESA during the survey	2016.0
929	Single Observer		2016-07-17 00:00:00	17.0	0.0	Binoculars	7.0					0.0	None			0	1	EIDE2016717	Calm		EIDE	Eide Rd	Datasheet		high tide	Low tide	High-tide	Low-tide	2016-09-13 16:00:00	2016-09-13 13:30:00	0.0	None	Sandpipers not present	150m	2.0	Clear	I saw at least 1 WESA during the survey	2016.0
930	Single Observer		2016-08-20 00:00:00	20.0	0.0	Both	8.0		0			0.0	None					GRIC2016820	Calm		GRIC	Grice Bay	Datasheet		50	1500	High-tide	Low-tide	13:00:00	10:30:00	0.0			1km	0.0	Clear	I saw at least 1 WESA during the survey	2016.0
931	Single Observer		2016-08-21 00:00:00	21.0	0.0	Both	8.0		0			0.0	None					GRIC2016821	Rippled		GRIC	Grice Bay	Datasheet		50	1500	High-tide	Low-tide	13:30:00	11:00:00	0.0			1km	0.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
932	Single Observer		2016-08-22 00:00:00	22.0	0.0	Both	8.0		0			0.0	None					GRIC2016822	Rippled		GRIC	Grice Bay	Datasheet		50	1500	High-tide	Low-tide	14:00:00	11:30:00	0.0			1km	0.0	Clear	I saw at least 1 WESA during the survey	2016.0
933	Single Observer		2016-08-20 00:00:00	20.0	0.0	Both	8.0		0			0.0	None					NJEN2016820	Rippled		NJEN	Jensens Bay N	Datasheet				High-tide	Low-tide	13:30:00	11:00:00	0.0	Other	Heat shimmer	500m	2.0	Clear	I saw at least 1 WESA during the survey	2016.0
934	Single Observer		2016-08-21 00:00:00	21.0	0.0	Both	8.0		0			0.0	None					NJEN2016821	Rippled		NJEN	Jensens Bay N	Datasheet				High-tide	Low-tide	14:00:00	11:30:00	0.0			1km	2.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
935	Single Observer		2016-08-22 00:00:00	22.0	0.0	Both	8.0		0			0.0	None					NJEN2016822	Rippled		NJEN	Jensens Bay N	Datasheet				High-tide	Low-tide	14:30:00	12:00:00	0.0			1km	1.0	Partly-Cloudy	I saw at least 1 WESA during the survey	2016.0
